7F05DF86	62CB0DF1	1989 1995	
7BE56FE4	0B9370B1	1996 2002	
7E66D30F	84835476	2005 2007	
7E66D30F	0DA6F0BE	2005 2009	
7E66D30F	7D02FFA9	2007 2009	
7E66D30F	7881AD48	2005 2009	2005 2009	2005 2006	
7E66D30F	7F15D50E	2005 2009	
7F1A7EF4	7DD35BDC	2012 2016	
7F1A7EF4	816BD85C	2010 2015	
7F1A7EF4	7876F595	2010 2011	
7F1A7EF4	8639D486	2010 2014	
7F1A7EF4	7F58671D	2010 2013	
7F1A7EF4	81212FE4	2010 2012	
7F1A7EF4	7D741639	2010 2011	
7F1A7EF4	8095129C	2010 2014	
773861DC	7EF3C0C4	2001 2014	2004 2014	
773861DC	787055C5	2001 2007	
773861DC	119654C5	2002 2014	
773861DC	140EA06C	2003 2006	
773861DC	7F1AA18B	2003 2007	2004 2007	
773861DC	7ED1C6C5	2001 2014	2004 2014	
773861DC	7A349FE6	2001 2005	
773861DC	813E4858	2003 2008	
7D592F17	857865DB	2014 2014	
7F88D736	7D2E35B2	2006 2009	
7F88D736	7D33EF8B	2006 2007	
7F88D736	7E77FC3E	2005 2006	2005 2006	
7F88D736	7C2C6DB6	2006 2010	
7F88D736	7D8E3141	2005 2012	
7F88D736	7CC884BB	2005 2007	
7F88D736	7BDD31AF	2005 2008	
7F88D736	7575972F	2006 2007	
84ACF574	28F36486	2012 2014	
84ACF574	84EA0EBF	2012 2014	
84ACF574	7EDDAE96	2012 2014	
84ACF574	7AD1AD87	2012 2014	
84ACF574	84B76F4B	2012 2014	
84ACF574	7E3BB59C	2012 2014	
84ACF574	099A3D0C	2012 2014	
1060DC06	7794D129	1979 2008	
1060DC06	85042638	1979 1985	
1060DC06	0E208ED5	1979 1985	
1060DC06	000C8F7B	1979 2008	
7674F2DE	84F47618	2013 2014	2013 2014	
7FA0B4B3	8494CC9A	2007 2011	
7F8038BA	7D741639	2011 2014	
7F8038BA	7F0D5CDB	2011 2015	
7F8038BA	0B56A9C1	2011 2012	
7F8038BA	8496837A	2011 2015	
7F8038BA	771E2668	2011 2014	
7F8038BA	80B2CE5C	2011 2015	
7F8038BA	7F618014	2011 2015	
7F8038BA	7641CCB0	2011 2013	
7F8038BA	7E57D209	2011 2013	
7F8038BA	275DF53A	2011 2013	
7F8038BA	808DE58B	2011 2015	
7F8038BA	80EFC84B	2011 2013	
7F8038BA	5A6A5A77	2011 2015	
7F8038BA	0EF250B7	2011 2014	
7F8038BA	7D03F86A	2011 2014	
80B8F222	81362BC4	1997 1998	
80B8F222	0EA51A1C	1997 2001	
80B8F222	7BE214F1	1997 1998	
80B8F222	05729C1A	1997 2000	1997 2001	
80B8F222	7C084385	1997 2001	
80B8F222	8085B7B0	1997 2001	
80B8F222	7BE7790A	1997 2000	1997 2001	
14B6AC28	7A07BE0C	2010 2010	2002 2015	
14B6AC28	856572CE	2003 2004	2002 2004	2005 2004	
14B6AC28	0F4B4C0F	2002 2016	
14B6AC28	290D4D56	2002 2015	
14B6AC28	803B487F	2003 2004	2002 2004	2005 2004	
14B6AC28	78BDB00F	2005 2006	
14B6AC28	7D7EAEDA	2005 2004	
14B6AC28	773861DC	2002 2009	2005 2009	
0950B205	7CC884BB	2005 2007	
0950B205	7DF713EC	2005 2006	2005 2006	
0950B205	7D62C7ED	2005 2008	
0950B205	80985171	2005 2007	
0950B205	7E77FC3E	2005 2006	2005 2006	
0950B205	805B5325	2005 2006	2005 2006	
0950B205	6B14E95B	2005 2012	
0950B205	7BDD31AF	2005 2008	
0950B205	7E316AE2	2005 2006	
0950B205	853BD3CA	2005 2006	
0950B205	7D8E3141	2005 2012	
780657D3	82E04689	2013 2014	2013 2014	
780657D3	811B8F8F	2013 2014	
780657D3	7F7E0808	2013 2014	
780657D3	7E57D209	2013 2014	
780657D3	816EB80E	2013 2014	
780657D3	7F5AD428	2013 2014	2013 2014	
780657D3	86274245	2013 2014	
780657D3	7830534A	2013 2014	
780657D3	837FA51A	2013 2014	
780657D3	7D24D33F	2013 2014	
48205205	80F07B41	2005 2006	
48205205	7E0F041D	2005 2006	
48205205	78E31FF6	2005 2006	
48205205	852AE0F4	2005 2006	
822C6C9E	80D58ED8	2011 2012	2011 2015	2011 2015	2011 2013	2011 2014	
822C6C9E	275DF53A	2011 2013	
822C6C9E	7F618014	2011 2015	
822C6C9E	80C04EFD	2011 2015	2011 2014	
822C6C9E	0072B820	2011 2015	2011 2014	
822C6C9E	7CB9C8C0	2011 2015	
822C6C9E	81208FC4	2011 2015	
822C6C9E	856D855F	2011 2013	
822C6C9E	7C857356	2011 2015	2011 2013	2011 2013	2011 2014	
822C6C9E	7F60F4B1	2011 2013	
822C6C9E	786E34BE	2011 2013	
822C6C9E	84FC4D32	2011 2014	
7AE42D98	80BD6AC7	2012 2014	
7AE42D98	850C6A99	2012 2014	
7AE42D98	7CF23861	2012 2014	
7AE42D98	529C4C6F	2012 2014	
7AE42D98	7CC884BB	2012 2014	
7E9BFD6F	119654C5	1987 2015	
7E9BFD6F	82B610EC	1987 1992	
7E9BFD6F	7B79FCBA	1987 1989	1987 1986	
7E9BFD6F	7535C03A	1987 1992	
7E9BFD6F	8481053C	1987 2015	
7E9BFD6F	7484C719	1987 1990	
7E9BFD6F	75895526	1987 1996	
7E9BFD6F	8537E90F	1987 2015	
7E9BFD6F	39B66FDE	1987 2015	
7E9BFD6F	1273688C	1987 1989	
7E9BFD6F	726662D2	1987 1988	
7E9BFD6F	8166D3B8	1987 1990	
7E9BFD6F	7FACE54D	1987 1989	
7E9BFD6F	8107BB6B	1987 1997	1987 1995	
7E9BFD6F	77789FBF	1987 2015	
7E9BFD6F	847CC1FC	1987 2015	
7EF6BF48	8082C82D	2012 2015	
7EF6BF48	8631CF6B	2012 2014	2012 2013	2014 2014	
7EF6BF48	7D6D43B4	2012 2016	
7EF6BF48	80964E66	2012 2014	
7EF6BF48	7B801C89	2014 2015	
7EF6BF48	0DBA0754	2014 2015	
7EF6BF48	CBABD90A	2014 2015	
7EF6BF48	803119D5	2014 2013	
7EF6BF48	518BA0D5	2014 2015	
7EF6BF48	84958182	2015 2016	
7EF6BF48	84A4B089	2012 2014	
7EF6BF48	063EFE5E	2015 2016	
7EF6BF48	7CE98FA3	2014 2015	
7EF6BF48	84B6D74F	2014 2013	
7EF6BF48	85820BD0	2014 2015	2012 2014	2014 2014	
80C0CD4C	7876F595	2005 2006	2005 2006	
80C0CD4C	86363E7F	2005 2006	
80C0CD4C	7DEE0A7F	2005 2009	2005 2009	
80C0CD4C	7D0ECB0B	2010 2011	
80C0CD4C	8120A027	2005 2006	
80C0CD4C	433999DF	2005 2006	2005 2006	
80C0CD4C	7D0BAAB1	2005 2009	2005 2009	
80C0CD4C	1E0967A4	2005 2006	2005 2006	
80C0CD4C	7EF9A66F	2010 2011	
29AF08FF	85ECBAF9	2011 2013	2011 2014	2013 2014	2003 2014	2003 2013	2003 2011	2014 2014	
29AF08FF	7889BF46	2011 2013	2011 2014	2013 2014	2003 2014	2003 2013	2014 2014	
29AF08FF	7B6AD08E	2011 2014	
29AF08FF	8211366C	2003 2009	
29AF08FF	7F60F4B1	2003 2013	
8168ED6A	862678B7	2013 2015	
8168ED6A	51D985F7	2013 2015	
8168ED6A	0705805F	2013 2015	
8168ED6A	7D349525	2013 2014	
8168ED6A	7E20E79C	2013 2015	
8168ED6A	77BA3F34	2013 2015	
8168ED6A	7D2C0FEE	2013 2015	
8168ED6A	851BC34F	2013 2015	
8168ED6A	7F5AD428	2013 2014	
8168ED6A	7F837C30	2013 2015	
8168ED6A	84D6E8E9	2013 2014	
8168ED6A	80E3D08F	2013 2014	
8168ED6A	7E57D209	2013 2014	
8168ED6A	7D8915F9	2013 2014	
8168ED6A	7A947B97	2013 2015	
8168ED6A	7D741639	2013 2015	
43CA642D	758EC42F	2007 2008	
43CA642D	84C48054	2007 2013	
43CA642D	84B5BFDC	2007 2015	
43CA642D	847CC1FC	2007 2015	
43CA642D	7858C6EC	2007 2015	
43CA642D	7A07BE0C	2007 2013	
43CA642D	84B196FD	2007 2015	
43CA642D	7D2EDD6C	2007 2012	
43CA642D	84CFCFEA	2007 2015	
43CA642D	7C857356	2007 2014	
43CA642D	8481053C	2007 2015	
43CA642D	77789FBF	2007 2015	
7D3154E8	7B17CAE6	2007 2013	
7D3154E8	84B6FD37	2008 2014	2010 2014	
7D3154E8	8273983A	2008 2014	2010 2014	
7D3154E8	7F7E0808	2007 2010	2007 2008	
7D3154E8	7C7EE0D1	2008 2012	2008 2014	2010 2014	
7D3154E8	7E8032E5	2008 2011	
7D3154E8	11F5AE70	2008 2012	
7D3154E8	80152511	2008 2012	
7D3154E8	7FE1DB31	2014 2016	
7D3154E8	7F771190	2007 2010	2007 2008	
7D3154E8	83C519B9	2008 2012	
7D3154E8	85065CF8	2008 2014	2010 2014	
7D3154E8	7FFDD71E	2008 2011	
142069AC	7ED689DC	2010 2013	
142069AC	7BC90887	2010 2013	
84DDA01B	777CC84D	2014 2015	
84DDA01B	013396E1	2014 2015	
84DDA01B	8491BF8D	2014 2015	
84DDA01B	850CC8E4	2014 2015	
0BED789D	75515FC9	1994 1999	
0BED789D	7888C805	1994 1996	
0BED789D	7BACA0A0	1994 1997	1994 1998	
0BED789D	79C72F03	1994 1996	
0BED789D	85136C6A	1994 1999	
0BED789D	8507F86A	1994 2005	
0BED789D	80736196	1994 2005	
0BED789D	2A56CFDD	1994 1995	
0BED789D	7F6A9807	1994 1997	1994 1995	
0BED789D	2AE7B5AF	1994 1995	
84C1560F	7EF9A66F	2005 2008	
84C1560F	805BC96F	2005 2008	
84C1560F	7E57D209	2005 2006	
84C1560F	7876F595	2005 2006	
84C1560F	7A90472D	2005 2008	
84C1560F	0B9370B1	2005 2008	
84C1560F	7F402939	2005 2008	
84C1560F	1E0967A4	2005 2006	
84C1560F	433999DF	2005 2006	
270A0B2A	7954B168	2013 2014	
270A0B2A	7ADA6CB6	2013 2014	
270A0B2A	7F7BC34C	2013 2014	
270A0B2A	7E037113	2013 2014	
270A0B2A	8515A1A7	2013 2014	
270A0B2A	7CFE6DE4	2013 2014	
270A0B2A	76DB405D	2013 2014	
270A0B2A	5880DD36	2013 2014	
270A0B2A	8273983A	2013 2014	
270A0B2A	807D99D5	2013 2014	
270A0B2A	7E1FDE8B	2013 2014	
270A0B2A	7D53EC7A	2013 2014	
270A0B2A	80654B3D	2013 2014	
270A0B2A	7E8B2C6E	2013 2014	
270A0B2A	84B6FD37	2013 2014	
83A2EC41	83A2EC41	2014 2014	
83A2EC41	7F8FA5E4	2014 2014	
83A2EC41	76C2506E	2014 2014	
7C96D426	811861A9	2012 2014	
7C96D426	75EB4E4D	2012 2014	
7C96D426	1637892C	2012 2014	
7C96D426	0F09FFB1	2012 2014	
7C96D426	7945B8D1	2012 2014	
7C96D426	6387442B	2012 2014	
7C96D426	7E77FC3E	2012 2014	
7C96D426	7C96D426	2012 2014	
83ED96BF	0979FABC	2014 2015	
83ED96BF	7D2F0DC2	2004 2007	2006 2007	
83ED96BF	7D5459D0	2004 2005	
83ED96BF	7F54ABB8	2004 2007	2004 2005	
83ED96BF	8060ED77	2004 2005	
83ED96BF	847F1EFA	2004 2005	
83ED96BF	7FD40342	2004 2007	
83ED96BF	71D929A5	2004 2007	2006 2007	
83ED96BF	7ECC9484	2006 2016	
83ED96BF	851D62F3	2004 2007	
83ED96BF	80152511	2004 2007	
83ED96BF	7E286F06	2006 2011	
83ED96BF	80D58ED8	2004 2007	2004 2005	
83ED96BF	7D60D9EB	2004 2007	2006 2007	
83ED96BF	75576D48	2014 2015	
83ED96BF	84F40CF1	2014 2015	
83ED96BF	81DE69E1	2006 2016	
83ED96BF	7D903A6B	2006 2011	
7ADAB9C1	7945B8D1	2002 2003	2002 2007	
7ADAB9C1	802A1369	2002 2003	2002 2007	
7ADAB9C1	5F653421	2002 2003	2002 2007	
21D2218B	29AF08FF	2007 2014	
21D2218B	51D985F7	2007 2008	
21D2218B	7E7E6FF2	2007 2014	
21D2218B	7CF23861	2007 2014	
21D2218B	7E82D019	2007 2008	
80CD2CEE	75895526	1996 1998	
80CD2CEE	7D7E00B1	1996 1998	
847940E0	8515A1A7	2010 2014	
847940E0	7E8B2C6E	2010 2014	
847940E0	7E1FDE8B	2010 2014	
847940E0	7D53EC7A	2010 2014	
847940E0	7E037113	2010 2014	
847940E0	7F7BC34C	2010 2014	
84F8292C	415D4C74	2014 2014	
84F8292C	7F780DB0	2014 2013	
84F8292C	51D985F7	2014 2014	
84F8292C	84B865DB	2014 2014	
84F8292C	050BABCB	2014 2013	
84F8292C	834DC53D	2014 2013	
7E9B20E7	7D76F23D	2011 2012	
7E9B20E7	7E3F00D8	2011 2012	
7E9B20E7	841A4371	2011 2012	
7E9B20E7	840573C8	2011 2012	
7F9A1AE2	7F9A1AE2	2014 2015	
7F9A1AE2	56A2BC1F	2014 2015	
7F9A1AE2	796555E0	2014 2015	
7F9A1AE2	7D1485CC	2014 2015	
7F9A1AE2	82D4048E	2014 2015	
7F9A1AE2	7B2B8214	2014 2015	
7F9A1AE2	80360FD8	2014 2015	
7C4B4D89	80A84EBE	2013 2014	
7C4B4D89	80A12C1C	2014 2015	
7C4B4D89	86378E4E	2014 2015	
7C4B4D89	7C4B4D89	2013 2014	
7C4B4D89	0EFFA75D	2014 2016	
7C4B4D89	7FD570BE	2014 2015	
7C4B4D89	84D6A14F	2013 2014	
7C4B4D89	7945B8D1	2014 2015	
7C4B4D89	85006BFE	2014 2016	
80A648C0	85820BD0	2014 2015	
80A648C0	80A84EBE	2014 2014	
80A648C0	7EAE77E8	2014 2015	
80A648C0	290D4D56	2014 2015	
80A648C0	77EF2D57	2014 2013	
80A648C0	84D6A14F	2014 2014	
80A648C0	7FD570BE	2014 2015	
80A648C0	7888C805	2014 2015	
80A648C0	803119D5	2014 2013	
7E180216	84E1A981	1979 1981	
5A266B87	8575F7AA	2010 2014	
5A266B87	7C1EF326	2010 2012	
5A266B87	7D320E32	2010 2014	
5A266B87	8639D486	2010 2014	
5A266B87	7EF3C0C4	2010 2014	
5A266B87	099A3D0C	2010 2014	
5A266B87	7AD1AD87	2010 2014	
5A266B87	0E884F80	2010 2014	
5A266B87	7CC80E7E	2010 2014	2010 2014	2010 2014	
5A266B87	7E3BB59C	2010 2014	
850C6A5C	0705805F	2007 2008	
850C6A5C	80BD3F41	2007 2007	
850C6A5C	7F785075	2007 2007	
850C6A5C	7D741639	2007 2008	
850C6A5C	850C6A5C	2007 2007	
850C6A5C	758EC42F	2007 2008	
850C6A5C	830E1FA5	2007 2008	
7D55D2F1	7E25138B	2014 2015	
138CFD6A	7D608776	2008 2008	
138CFD6A	138CFD6A	2008 2008	
7CEEF7EC	7DFD65E7	1983 1984	
8013B1E9	7677994C	1998 2008	
8013B1E9	10A7E8D0	1998 1999	
8013B1E9	371C8B25	1998 2008	
8013B1E9	77221471	1998 1999	
8013B1E9	697B67EE	1998 1999	
8013B1E9	80152511	1998 1999	
8013B1E9	80454F22	1998 2001	
8013B1E9	02E1D98B	1998 2001	
77D2849B	7E054330	2002 2003	2002 2007	
77D2849B	7945B8D1	2002 2003	2002 2007	
77D2849B	802A1369	2002 2003	2002 2007	
7AF8E83A	7AC40612	2013 2014	
7AF8E83A	7E4FA7B1	2013 2015	
7AF8E83A	7A12E4A7	2013 2015	
7AF8E83A	1BBDD3AC	2013 2015	
816E32B0	0979FABC	2009 2015	
816E32B0	75576D48	2009 2015	
816E32B0	7E80C4FF	2009 2015	
816E32B0	7F3CA7E9	2009 2015	
816E32B0	84F40CF1	2009 2015	
816E32B0	812FC86B	2009 2015	
816E32B0	84D3E221	2009 2015	
10BD30F7	83B4EE77	1986 1989	
7F2DCB1C	7B67F9D1	2002 2007	
7F2DCB1C	848E2FA3	2010 2012	2012 2014	
7F2DCB1C	7E0BA5CE	2003 2010	
7F2DCB1C	7830534A	2012 2013	2012 2015	2009 2010	
7F2DCB1C	75515FC9	1998 1999	
7F2DCB1C	7F7E0808	2003 2008	2003 2010	
80C2A6EA	7F1D3C7E	1988 1988	
80C2A6EA	8138DDF3	1988 1988	
80C2A6EA	80DED6F8	1988 1988	1988 1988	
80C2A6EA	0D46B9E5	1988 1988	
80C2A6EA	852438BB	1988 1988	
80C2A6EA	7A71DBCD	1988 1988	
80C2A6EA	832FF70F	1988 1988	
80C2A6EA	800FD29D	1988 1988	
80C2A6EA	82854ABE	1988 1988	
80C2A6EA	768DDE19	1988 1988	
80C2A6EA	7E56FE9C	1988 1988	
80C2A6EA	847DEDF1	1988 1988	
80C2A6EA	7D1BF6D7	1988 1988	
84B0F2CD	7FACE54D	1994 1994	
84B0F2CD	861D8F5B	1994 1994	
7D4309FD	84ABBB22	2010 2011	
7D4309FD	32A894D8	2010 2011	
84877498	8001A17A	2010 2014	
84877498	849E76FE	2010 2014	
7F6A6897	7E66D30F	2005 2009	2005 2007	2007 2007	
7F6A6897	820066BD	2002 2010	
7F6A6897	8339123E	2002 2004	
7F6A6897	81378AB4	2002 2009	
7F6A6897	0047CF30	2002 2007	
7F6A6897	7D4AA4F2	2002 2010	
7F6A6897	7E7A2A0F	2002 2009	
7F6A6897	82232D0A	2002 2010	
7F6A6897	496439EB	2002 2008	2002 2009	2002 2004	
773237D2	7A17DB88	2008 2011	
773237D2	8101B31B	2008 2010	
773237D2	82E04689	2008 2012	
773237D2	7B6E457A	2008 2013	
773237D2	843FE09E	2008 2011	
773237D2	80CC7AAE	2008 2009	2008 2010	2008 2011	
773237D2	7FA1AF9A	2008 2009	
773237D2	7F5AD428	2008 2012	
773237D2	7DB4EE9F	2008 2010	2008 2011	
773237D2	7F60A74C	2008 2012	
773237D2	859AA511	2008 2012	
773237D2	1155F851	2008 2013	
04D0687C	7E7EF871	2008 2010	
04D0687C	81674A06	2008 2010	
04D0687C	03EF639D	2008 2011	
04D0687C	1042D22A	2008 2010	
04D0687C	080274A2	2008 2010	
04D0687C	0E66FAC7	2008 2010	
04D0687C	8319B0B8	2008 2010	
4C2FCBE5	7E0D2E4A	2005 2005	
4C2FCBE5	84E62E64	2005 2005	
4C2FCBE5	7594E76D	2005 2005	
4C2FCBE5	7794D129	2007 2008	
4C2FCBE5	4C2FCBE5	2005 2007	
4C2FCBE5	85590694	2005 2007	
4C2FCBE5	80E5C87A	2005 2009	
4C2FCBE5	76B6927F	2005 2006	2005 2007	
4C2FCBE5	7D2D516E	2005 2013	
4C2FCBE5	0DB5DC57	2007 2008	
4C2FCBE5	7DB45EB2	2005 2006	2005 2007	
4C2FCBE5	80985171	2005 2007	
4C2FCBE5	8019D25E	2005 2013	
4C2FCBE5	8537E90F	2005 2005	
4C2FCBE5	7C5C4357	2005 2005	2005 2007	2005 2006	
4C2FCBE5	7F325405	2005 2006	
0F179263	1154AEA0	1999 2001	
0F179263	797CED7B	2001 2007	
0F179263	7D2DD765	2001 2007	
0F179263	800C7345	2001 2007	
0F179263	79D3DA80	1999 2002	2001 2002	
0F179263	7EEA4BC0	1999 2001	
0F179263	7A97C2DE	1999 2002	2001 2002	
0F179263	0D067C46	2001 2007	
0F179263	49DCAAF0	2001 2007	
0F179263	7F059B3B	2001 2007	
7E8CD40C	0D02BCA6	2010 2010	
7E8CD40C	783A0D90	2010 2010	
7E8CD40C	814D9EE2	2010 2010	
0A23C7CA	7DE59A49	1983 1995	
80A84120	08874E52	2007 2008	
80A84120	7DB8985D	2007 2008	
80A84120	7575972F	2007 2008	
816DD95D	7C7EE0D1	2010 2013	
816DD95D	8211366C	2010 2009	
816DD95D	7E7BFF5E	2010 2013	
816DD95D	7B138094	2010 2013	
816DD95D	80D58ED8	2010 2012	
816DD95D	70588ECB	2010 2012	
816DD95D	0D51713C	2010 2009	
816DD95D	7E3BB59C	2010 2012	
816DD95D	812C1701	2010 2013	
816DD95D	81535721	2010 2009	
816DD95D	84D15D31	2010 2013	
816DD95D	7AF0CE25	2010 2013	
816DD95D	7B7FE2DC	2010 2013	
816DD95D	80152511	2010 2013	
7D048571	7E42B492	2003 2004	
7D048571	1EB3CBA4	2003 2004	
7D048571	806738F5	2003 2007	
7D048571	801DD6C0	2003 2008	
7D048571	7023C5F2	2003 2008	
7D048571	7FCAA736	2003 2004	
7D048571	815F4B3F	2003 2007	
7D048571	21F22FDF	2003 2004	
7D048571	81358599	2003 2007	
86394EDE	7D343B36	2012 2014	
86394EDE	77A57E3A	2012 2016	
86394EDE	80327A4C	2012 2014	2012 2014	
86394EDE	7DA641E1	2012 2016	
86394EDE	7997DF6E	2012 2014	2012 2014	
86394EDE	7876F595	2012 2014	
86394EDE	74DDE450	2012 2015	2012 2016	
86394EDE	7D020684	2012 2016	
86394EDE	7FAAA97F	2012 2014	
86394EDE	7FAB7F4E	2012 2015	
86394EDE	0D8F14E8	2012 2014	2012 2015	
86394EDE	019CDF95	2012 2015	
86394EDE	8070463C	2012 2014	2012 2014	
7E7BE014	850CC8E4	2014 2015	
7E7BE014	0261EB40	2014 2015	
7E7BE014	8491BF8D	2014 2015	
7E7BE014	777CC84D	2014 2015	
0FFA2DBB	0FFA2DBB	2009 2011	
7F15D50E	1042D22A	2010 2013	
7F15D50E	6EFF9DD8	2010 2013	
7F15D50E	7C857356	2010 2014	
7F15D50E	7E48372B	2010 2014	
7F15D50E	7E8032E5	2010 2011	
7F15D50E	7F15D50E	2008 2010	
7F15D50E	83999CD8	2010 2014	
7F15D50E	7D4150CE	2010 2014	
7FE4C660	7D5F1FD8	2001 2010	
7FE4C660	805D5D03	2001 2010	
7FE4C660	85870F80	2001 2009	
7FE4C660	7A82A2A3	2001 2009	
7FE4C660	7876F595	2001 2005	2001 2002	
7FE4C660	7F60A74C	2001 2005	
7FE4C660	7B138304	2001 2012	
7FE4C660	7339907A	2001 2014	
81DE69E1	7F56AB71	2015 2016	
81DE69E1	7ECC9484	2015 2016	
81DE69E1	81DE69E1	2015 2016	
849D8A09	77BA3F34	2014 2015	
849D8A09	0072B820	2014 2015	2014 2014	
849D8A09	78E12371	2014 2014	
849D8A09	796495BF	2014 2014	
849D8A09	7D741639	2014 2015	2014 2014	
849D8A09	7C41CD12	2014 2015	
849D8A09	849EA6E5	2014 2015	
849D8A09	7F60F4B1	2014 2015	
7D168234	86274245	2010 2014	
7D168234	82E04689	2010 2014	
7D168234	7F5AD428	2010 2014	
7D168234	77221471	2010 2014	
7D168234	7E57D209	2010 2014	
784D0D91	8038ABBC	1998 2009	
7865DE75	0A23C7CA	2002 2002	
7865DE75	10A60675	2002 2002	
7FAB7AC4	128BC62B	2000 2006	
7FAB7AC4	7A8E3062	2000 2006	
8507C7AA	80E4E3E9	2008 2009	
8507C7AA	81535721	2008 2009	2008 2010	2008 2009	
8507C7AA	7D6333FB	2008 2009	
8507C7AA	7B34FF1D	2008 2009	
8507C7AA	85328CEE	2008 2009	
8507C7AA	7E098E5E	2008 2010	
8507C7AA	755000AC	2008 2010	
8507C7AA	78D45BF5	2008 2009	2008 2010	2008 2009	
8507C7AA	78A88C04	2008 2009	
8507C7AA	849F88F7	2008 2010	
8507C7AA	7D85FDB5	2008 2009	
8507C7AA	8038ABBC	2008 2010	
8507C7AA	8095CAA5	2008 2009	2008 2010	2008 2009	
0FF8407C	7DEBF3A0	2008 2010	
0FF8407C	8379CEDC	2008 2010	
863923B8	091B1BD7	2013 2014	
80521B0B	0E249EE9	2010 2011	
80521B0B	1409CC9E	2010 2011	
80521B0B	7FCE2474	2010 2011	
80521B0B	800DAF99	2010 2011	
5CEB9BD6	752F731A	2014 2015	2014 2016	
5CEB9BD6	84A2AB72	2014 2014	
5CEB9BD6	7DEF8AC4	2014 2016	
5CEB9BD6	7EBB81D8	2014 2014	
5CEB9BD6	801F922A	2014 2016	
5CEB9BD6	7D51F344	2014 2014	
5CEB9BD6	7D8915F9	2014 2014	
5CEB9BD6	7D349525	2014 2014	
5CEB9BD6	849627F3	2014 2015	
05089CA6	862D0400	2005 2006	
05089CA6	29D160E9	2005 2009	2005 2010	
05089CA6	0B56A9C1	2005 2006	
05089CA6	62F44805	2005 2006	
05089CA6	80D81F2B	2005 2007	
05089CA6	7BDD31AF	2005 2008	
05089CA6	805B5325	2005 2006	2005 2006	
05089CA6	7BC26DEF	2005 2009	
05089CA6	7DB45EB2	2005 2007	
05089CA6	7DCDC5DA	2005 2005	
05089CA6	78BDB00F	2005 2006	
05089CA6	7E77FC3E	2005 2006	2005 2006	
84BA820C	2AAF52EA	1993 1999	1993 1996	1993 1997	
84BA820C	79976CB5	1993 2001	
84BA820C	1EB3CBA4	1993 2001	
84BA820C	05729C1A	1993 2000	1993 2001	
84BA820C	81378AB4	1993 2001	
84BA820C	802C8BF8	1993 1999	
84BA820C	795F7D7D	1993 2001	
84BA820C	7F44AFE6	1993 1999	
7EDA89D1	811F7FF4	2002 2009	
7888C805	8542012D	1996 2002	1997 2002	
7888C805	8508EF65	1993 2002	1994 2002	
7888C805	82FA9184	1994 1998	
7888C805	811E9E6D	1995 2003	1997 2001	
7888C805	76FB86ED	1995 2003	1997 2001	
7888C805	80B66696	1993 1999	1994 1999	
7888C805	7916F6DA	1993 1993	
8472EC2A	156C6C0D	2002 2007	
8472EC2A	1580DDF4	2002 2007	
8472EC2A	0DF85717	2002 2007	
84D27F13	12A62478	2015 2015	
84D27F13	7F94EC13	2015 2015	
84D27F13	7945B8D1	2015 2015	
84D27F13	01074096	2015 2015	
293363E2	7794D129	1983 2008	
293363E2	000C8F7B	1983 2008	
80A78650	771E2668	2007 2008	
80A78650	862AB7A4	2007 2008	
80A78650	2A39C75B	2007 2008	2007 2009	
80A78650	8507C7AA	2007 2008	
80A78650	7DA67EE8	2007 2010	2007 2009	
80A78650	7FD27A36	2007 2008	
80A78650	7FFDACD3	2015 2016	
80A78650	773237D2	2007 2010	
80A78650	7B8F3A4F	2007 2008	
80A78650	81535721	2007 2008	2007 2009	
80A78650	7D85FDB5	2007 2009	2007 2010	
80A78650	854D3B3C	2007 2008	
80A78650	0B56A9C1	2007 2008	
80A78650	77221471	2007 2008	
80A78650	7DAE2CD6	2007 2011	
80A78650	78D45BF5	2007 2009	
8621973B	81AF3A2B	1994 2004	
8621973B	802C378E	1994 2004	
8621973B	09B965CA	1994 1996	
8621973B	7C6D8808	1994 1996	
8621973B	7C4669BC	1994 2004	
8621973B	7ED0E296	1994 2000	
8621973B	7E906D50	1994 2004	
8621973B	8464FA48	1994 1996	
8621973B	856ACCC4	1994 1996	
8621973B	7A13E7F9	1994 1996	
8621973B	83C64C3B	1994 2000	
7FDD8F91	7DD60015	2013 2015	
7FDD8F91	851063FB	2013 2015	
7FDD8F91	8581E7F7	2013 2015	
7FDD8F91	03C0D031	2013 2015	
7B294B42	271BC662	2009 2010	
7B294B42	84E41386	2009 2010	
7B294B42	84A0A7AE	2009 2010	
7E098E5E	8478E2E5	2012 2014	
7E098E5E	783832E3	2012 2014	
7E098E5E	8038ABBC	2009 2010	
7E098E5E	7E098E5E	2009 2010	
7E098E5E	849F88F7	2009 2010	
80085E70	7D3B654A	2006 2008	
80085E70	7E82D019	2006 2008	
80085E70	7D8022FA	2006 2009	
80085E70	75FCDF60	2006 2009	
80085E70	77221471	2006 2008	
80085E70	850847CB	2006 2009	
80085E70	84E60093	2006 2009	
80085E70	003A4770	2006 2009	
80085E70	7CFCBF30	2006 2009	
80085E70	7F54ABB8	2006 2008	
80085E70	7E3D4637	2006 2008	
2A517562	85A3C80E	2010 2011	
2A517562	748545F9	2010 2014	
2A517562	70588ECB	2010 2011	
2A517562	767260C0	2010 2011	
2A517562	2AE7B5AF	2010 2011	
2A517562	119AB49D	2010 2013	2010 2011	
2A517562	82C60292	2010 2014	
2A517562	71D929A5	2010 2011	
2A517562	286AB102	2010 2011	
